BITCOIN;ETHEREUM;CARDANO;DECENTRALAND;MONERO
38642.44;2640.16;1.54;1;245.65
38210.81;2695.48;1.55;0.89;268.02
39406.93;2882.48;1.78;0.81;251.64
38642.9;2742.99;1.65;0.75;262.63
35710.22;2433.33;1.52;0.78;243.46
34775.08;2294.63;1.42;0.85;260.93
35714.75;2395.85;1.58;0.83;272.94
37340.68;2708.43;1.74;0.86;266.03
36680.07;2632.66;1.74;0.88;293.64
37685.72;2717.15;1.76;0.82;310.16
39151.32;2858.28;1.84;0.81;287.06
36938.72;2694.5;1.71;0.82;263.14
35546.99;2624.77;1.66;0.74;271.86
35834.47;2711.55;1.68;0.71;248.6
33451.38;2580.54;1.55;0.74;254.1
33557.15;2528.02;1.58;0.7;274.61
37553.64;2620.63;1.62;0.69;255.34
36903.3;2486.6;1.53;0.67;243.48
37289.43;2356.63;1.44;0.69;244.2
35666.15;2379.99;1.48;0.71;261.56
39147.71;2517.77;1.57;0.72;275.73
40624.51;2587.38;1.57;0.7;280.84
40378.2;2561.19;1.57;0.69;262.05
38321.45;2365.87;1.48;0.65;276.78
38193.62;2380.74;1.49;0.63;264.61
35881.11;2231.55;1.42;0.62;272.02
35581.64;2176.31;1.39;0.47;264.28
35787.08;2251.56;1.43;0.44;204.24
31711.94;1900.12;1.18;0.5;202.29
32507.74;1875.36;1.15;0.53;218.71
33702.62;1971.11;1.25;0.49;223.91
34675.45;1990.08;1.36;0.47;199.03
31943.14;1833.46;1.28;0.49;202.01
32023.97;1817.05;1.25;0.51;211.7
34607.29;1973.93;1.34;0.55;213.2
34556.84;2087.52;1.33;0.58;217.73
35968.99;2169.4;1.37;0.55;222.42
35171.49;2279.35;1.39;0.54;207.47
33677.57;2121.66;1.34;0.56;210.97
33950.79;2157.88;1.4;0.58;214.98
34729.89;2228.53;1.41;0.55;220.42
35394.21;2329;1.46;0.61;215.75
33928.13;2217.3;1.41;0.74;221.83
34149.99;2320.65;1.41;0.66;215.63
33932.25;2317.24;1.4;0.7;205.98
32933.58;2126.44;1.35;0.76;213.72
33971.3;2156.58;1.36;0.74;210.7
33704.54;2123.06;1.34;0.69;211.99
34299.94;2144.01;1.35;0.65;207.04
33262.65;2042.5;1.32;0.71;203.05
32676.38;1944.4;1.26;0.66;203.34
32878.5;1997.66;1.26;0.61;195.57
31726.04;1910.73;1.23;0.6;192.89
31399.65;1874.2;1.17;0.62;198
31588.67;1899.84;1.18;0.57;200
31919.39;1905.72;1.19;0.52;190.23
30928.21;1824.93;1.13;0.58;183.85
29971.9;1794.97;1.06;0.59;197.78
32383.78;2003.72;1.18;0.68;197.84
32409.5;2027.53;1.19;0.72;203.36
33455.55;2117.15;1.2;0.72;208.45
34213.6;2183.63;1.23;0.69;214.58
35456.12;2209.5;1.24;0.7;217.38
37281.92;2230.21;1.26;0.69;225.78
39076.59;2292.58;1.27;0.71;234.1
40031.2;2299.69;1.28;0.71;241.29
39977.76;2383.44;1.29;0.72;242.6
41936.26;2462.4;1.31;0.69;241.75
41754.17;2541.67;1.33;0.69;235.49
39914.83;2555.41;1.31;0.7;233.39
39278.77;2611.67;1.31;0.73;226.5
38368.35;2521.27;1.37;0.73;245.02
39751.58;2724.53;1.38;0.75;251.91
40825.38;2821.65;1.39;0.77;265.23
42802.14;2888.73;1.4;0.72;270.92
44647.58;3151.22;1.48;0.75;256.34
43753.22;3012.31;1.43;0.83;269.72
46311;3163.06;1.48;0.82;266.23
45639.51;3147.84;1.68;0.8;268.68
45652.06;3166.65;1.8;0.84;257.3
44495.21;3048.41;1.81;0.84;272.39
47717.27;3323.2;2.14;0.87;271.38
47088.85;3268.55;2.19;0.85;271.9
47025;3309.75;2.17;0.8;267.91
46031.76;3153.58;2.08;0.79;256.5
44534.45;3007.14;1.92;0.81;254.66
45015.47;3037.23;2.12;0.84;261.94
46745.03;3144.82;2.29;0.88;282
49195.88;3276.97;2.46;0.88;288.41
48933.69;3224;2.44;0.92;304.95
49250.54;3243.49;2.66;0.86;318.44
49518.58;3320.41;2.91;0.95;308.55
47940.61;3177.66;2.75;0.9;313.75
49002.7;3231.44;2.74;0.93;296.15
47229.07;3122.97;2.58;0.92;314.78
49083.1;3267.54;2.93;1.03;300.46
48936.54;3245.43;2.85;0.95;292.45
48907.27;3233.38;2.86;0.95;282.25
47124.25;3232.73;2.73;0.98;287.88
47335.42;3440.56;2.79;0.97;302.52
48823.06;3790.61;2.86;0.99;302.92
49338.78;3793.3;2.96;1.05;304.25
49934.53;3936.16;2.97;1.07;305.43
50013.03;3894.94;2.84;1.04;313.94
51696.21;3950.27;2.91;0.84;316.14
52739.8;3943.26;2.84;0.86;263.19
46995.16;3440.34;2.51;0.87;257.33
46085.03;3496.86;2.48;0.82;261.73
46518.94;3435.98;2.52;0.83;248.23
44802.61;3209.92;2.38;0.85;249.58
45196.49;3268.1;2.61;0.82;257.12
46195.22;3417.84;2.6;0.85;263.69
45139.83;3301.19;2.42;0.86;269.44
47135.43;3425.25;2.4;0.84;268.79
48186.53;3595.96;2.49;0.82;264.7
47879.47;3573.31;2.43;0.83;262.13
47228.66;3412.18;2.35;0.8;271.18
48266.63;3427.58;2.37;0.68;260.74
47371.04;3335.88;2.29;0.61;233.2
42932.95;2977.32;2.08;0.74;214.93
40386.62;2744.11;1.97;0.76;244.56
43587.22;3074.12;2.24;0.7;249.38
44980.9;3159.27;2.33;0.7;233.64
42752.17;2930.74;2.27;0.71;237.25
42856.86;2946.97;2.31;0.67;234.4
43336.86;3063.32;2.21;0.62;235.23
42247.36;2939.74;2.14;0.65;229.4
41010.38;2798.98;2.04;0.69;234.01
41587.67;2855.61;2.06;0.75;251.03
43859.33;3013.49;2.12;0.75;257.8
48181.88;3305.11;2.25;0.77;253.42
47777.76;3393.92;2.25;0.77;259.66
48282.97;3426.39;2.26;0.78;264.62
49260.23;3390.31;2.2;0.78;271.55
51668.99;3520.34;2.24;0.77;286.94
55415.01;3592.18;2.21;0.81;279.46
53894.6;3594.92;2.28;0.84;278.43
54010.94;3558.55;2.23;0.77;278.4
55125.46;3588.08;2.27;0.76;270.9
54711.87;3431.02;2.2;0.75;275.28
57572.51;3537.84;2.17;0.77;276.78
56335.04;3498.11;2.12;0.77;275.16
57487.99;3605.65;2.19;0.76;266.88
57452.43;3794.52;2.17;0.81;275.52
61809.02;3885.64;2.23;0.77;269.45
61165.64;3854.5;2.19;0.75;261.47
61583.77;3854.22;2.16;0.77;256.36
62017.97;3752.62;2.13;0.82;255.72
64517.65;3884.59;2.12;0.79;261.14
66237.52;4170.11;2.19;0.79;271.04
62541.09;4074.86;2.15;0.79;268.15
61029.27;3990.71;2.17;0.78;267.19
61572.14;4179.44;2.17;0.81;291.2
61173.17;4094.94;2.13;0.81;287.68
63228.21;4230.21;2.15;0.76;280.72
60604.19;4152.57;2.14;0.93;256.56
58641;3944.09;1.92;1.4;268.07
60767.56;4288.1;1.99;3.53;269
62283.2;4422.94;2.02;2.85;262.52
61837.26;4324.61;1.95;3.06;273.89
61471.87;4292.04;1.97;3.13;271.46
61121.83;4330.55;1.95;2.85;275.1
63247.21;4596.59;1.97;2.51;266.58
63130.94;4607.7;2.07;2.62;261.51
61601.74;4550.01;1.99;2.83;257.33
61247.38;4494.8;1.99;2.83;260.68
61661.36;4527.1;2.01;2.7;267.44
63153.23;4626.63;2.03;2.54;274.75
67617.02;4815;2.13;2.49;290.27
67145.37;4742.08;2.28;2.69;268.09
65061.05;4641.53;2.1;3.27;265.76
65005.65;4732.92;2.09;3.26;261.21
64432.05;4685.11;2.06;3.22;271.41
64660.34;4666.5;2.06;3.33;276.15
65648.98;4652.95;2.05;3.27;269.59
63933.84;4583.21;2.03;3.39;242.83
60448.56;4243.35;1.88;3.77;242.72
60603.66;4302.8;1.88;4.32;226.35
56987.32;3993.85;1.79;4.04;239.99
58459.26;4317.6;1.87;3.75;248.29
60082.91;4436.19;1.93;4.07;252.86
59139.78;4319.36;1.85;4.02;232.44
56386.86;4101.06;1.78;5.12;236.4
57748.79;4355.42;1.75;5.2;244.17
57198.18;4269.44;1.67;4.65;247.99
58897.85;4515.84;1.68;4.67;225.02
53827.79;4048.31;1.54;5.11;226.92
54533.4;4084.09;1.54;4.9;238.68
57237.66;4290.09;1.59;4.61;235.75
57848.77;4444.53;1.6;4.53;238.19
57011.28;4637.12;1.55;4.39;231.05
57169.37;4589.61;1.55;3.92;238.97
56508.27;4519.44;1.71;4.1;224.48
53785.97;4240.16;1.56;3.69;203.68
49161.99;4101.66;1.42;3.78;200.98
49268.47;4198.57;1.38;3.81;201.36
50461.58;4347.62;1.42;3.76;206.41
50647.66;4310.57;1.38;3.48;209.97
50530.46;4431.54;1.39;3.24;190.35
47885.87;4153.33;1.3;3.47;190.52
47303.56;3918.2;1.21;3.64;198.47
49242.3;4079.81;1.35;3.17;197.69
50051.08;4135.84;1.35;3.16;184.07
46696.3;3782.9;1.22;3.35;186.89
48410.56;3858.16;1.27;3.16;187.87
48936.86;4015.72;1.31;3.09;187.25
47694.53;3971.56;1.25;3.45;182.11
46328.7;3886.75;1.22;3.29;181.4
46970.06;3966.43;1.24;3.21;183.83
46807.05;3928.84;1.25;3.3;189.67
47117.01;3950.48;1.25;3.3;189.62
49145.22;4036.55;1.28;3.7;190.35
48755.9;3992.59;1.33;3.52;210.76
50900.61;4113.53;1.48;3.77;203.97
50888.72;4055.12;1.4;3.88;212.18
50663.49;4110.57;1.46;3.76;216.94
50852.86;4075.03;1.46;3.38;222.04
50774.07;4045.05;1.52;3.26;209.16
47725.15;3807.36;1.41;3.3;213.24
46506.99;3644.41;1.34;3.28;225.18
47191.87;3714.95;1.36;3.36;228.93
46319.65;3686.4;1.31;3.35;250.83
47816.08;3780.32;1.38;3.27;239.17
47387.21;3835.4;1.38;3.19;231.51
46531.14;3769.4;1.32;2.94;223.7
45938.02;3794.91;1.31;3.38;207.79
43647.15;3556.91;1.24;3.08;203.34
43216.46;3416.83;1.28;2.95;194.89
41527.2;3201.79;1.21;2.96;184.91
41756.66;3101.04;1.19;2.83;190.61
41862.36;3156.97;1.17;2.94;183.15
41869.86;3086.73;1.13;3.1;192.62
42777.21;3246.41;1.19;2.9;199.12
43981.88;3378.04;1.31;2.96;222.61
42608.41;3256.76;1.24;3;229.64
43120.85;3311.99;1.29;3.12;218.03
43226.65;3331.25;1.3;2.92;224.78
43119.79;3356.3;1.41;2.86;215.24
42298.34;3216.59;1.59;2.74;203.92
42395.46;3166.45;1.47;2.64;201.74
41749.55;3097.02;1.34;2.23;188.95
40707.68;3015.59;1.26;2.04;171.92
36508.8;2564.34;1.12;2.12;151.65
35180.44;2407.38;1.07;2.1;156.12
36306.41;2537.84;1.12;2.13;147.18
36774.01;2447.83;1.07;2.17;145.25
36988.93;2465.22;1.05;2.27;148.29
36870.44;2470.43;1.08;2.29;144.31
37276.84;2411.86;1.05;2.38;148.94
37852.58;2551.11;1.05;2.53;153.64
38232.18;2603.6;1.06;2.84;148.07
37983.15;2610.18;1.04;2.7;147.4
38555.53;2689.22;1.05;2.56;146.51
38835.69;2797.43;1.09;2.66;145.11
37000.98;2690.32;1.03;2.83;146.77
37101.35;2667.26;1.06;3.05;165.88
41673.84;2993.1;1.13;3.32;169.25
41493.69;3018.67;1.13;3.3;173.74
42475.54;3062.81;1.15;3.5;185
43910.93;3149.95;1.2;3.35;179.07
44184.45;3127.44;1.18;3.15;185.52
44383.89;3240.92;1.2;2.93;180.42
43628.14;3081.91;1.15;2.91;168.78
42445.39;2930.56;1.08;2.85;173.8
42254.74;2918.09;1.06;2.85;174.53
42247.84;2889.24;1.05;3.33;176.41
42634.57;2935.65;1.05;3.28;182.54
44574.32;3179.3;1.11;3.09;180.15
44063.28;3128.64;1.09;2.99;163.58
40562.99;2881.61;1.02;2.91;160.35
40073.5;2792.3;1;2.71;161.58
40192.76;2768.97;1;2.49;154.3
38514.01;2632.49;0.93;2.65;148.37
37059.98;2574.51;0.86;2.59;150.9
38337.2;2644.15;0.89;2.6;149.38
37372.29;2594.7;0.87;2.75;146.81
38363.35;2599.93;0.85;2.69;153.8
39316.16;2771.89;0.9;2.58;157.45
39090.2;2785.34;0.89;2.85;151.05
37803.59;2629.48;0.86;2.84;170.22
43225.4;2919.29;0.96;2.76;177.51
44459.59;2977.28;0.96;2.65;177.99
43980.71;2953.32;0.94;2.48;172.45
42491.98;2836.91;0.9;2.57;159.78
39200.3;2619.36;0.84;2.43;165.4
39463.15;2668.71;0.87;2.37;159.18
38442.99;2558.36;0.83;2.39;158.15
38076.49;2498.66;0.8;2.5;204.18
38732.94;2576.63;0.8;2.37;188.68
41986.03;2731.04;0.85;2.31;179.34
39468.35;2611.46;0.81;2.32;171.19
38775.18;2562.83;0.79;2.26;185.31
38903.69;2579.46;0.79;2.3;176.08
37852.53;2518.49;0.79;2.27;185.77
39669.42;2591.54;0.8;2.5;183.29
39331.85;2620.36;0.8;2.45;189.56
41165.64;2771.76;0.84;2.45;187.91
41001.71;2817.4;0.84;2.51;195.16
41837.41;2945.75;0.85;2.4;197.08
42201.94;2947.23;0.9;2.41;194.5
41283.26;2860.64;0.88;2.44;191.69
41061.82;2896.59;0.92;2.54;193.88
42401.9;2969.78;0.98;2.69;196.89
42802.15;3028.84;1.1;2.59;203.92
43936.1;3106.66;1.13;2.61;199.66
44331.78;3106.07;1.1;2.72;207.11
44510.84;3140.88;1.15;2.68;214.58
46715.12;3285.17;1.18;2.69;214.77
46994.88;3328.93;1.17;2.7;221.76
47459.26;3401.18;1.19;2.62;221.54
47063.37;3383.79;1.19;2.65;212.66
45528.41;3283.3;1.14;2.64;218.24
46270.2;3451.2;1.16;2.72;212.38
45842.14;3440.34;1.16;2.66;217.22
46434.56;3521.58;1.18;2.57;221.62
46622.64;3520.97;1.21;2.33;222.48
45635.45;3422.97;1.17;2.42;214.11
43198.78;3171.37;1.05;2.27;226.48
43515.15;3232.83;1.09;2.34;216.95
42315.71;3192.03;1.03;2.28;239.73
42796.4;3265.94;1.05;2.06;236.62
42274.91;3219.16;1.03;2.16;225.86
39603.97;2992.7;0.92;2.21;233.77
40205.68;3038.21;0.96;2.12;237.1
41205.17;3121.4;0.98;2.15;229.95
39959.46;3023.42;0.93;2.16;239.51
40586.6;3045.43;0.96;2.06;236.64
40450.38;3066.36;0.95;2.09;241.29
39739.12;2995.72;0.92;2.16;264.85
40833.54;3061.89;0.94;2.11;254.17
41498.12;3104.69;0.95;2.03;266.98
41397.22;3079.68;0.94;2.04;280.04
40528.54;2987.49;0.91;2.02;268.09
39756.85;2967.09;0.91;2;267.42
39561.78;2940.69;0.89;1.98;253.12
39469.05;2922.9;0.89;1.8;255.03
40488.88;3008.34;0.9;1.85;229.47
38134.22;2806.75;0.83;1.8;229.18
39237.95;2889.59;0.84;1.67;226.71
39741.77;2932.46;0.84;1.44;220.67
38650.55;2817.49;0.81;1.54;215.56
37820.61;2738.17;0.76;1.51;212.99
38537.65;2832.51;0.79;1.48;198.84
38561.57;2861.37;0.78;1.66;208.18
37758.5;2786.05;0.77;1.47;225.17
39699.02;2942.05;0.9;1.45;207.4
36612.23;2753.94;0.79;1.38;217.35
36116.39;2699.71;0.79;1.33;204.48
35573.31;2641.23;0.76;1.09;217.29
34070.31;2517.83;0.74;1.12;176.3
30269.59;2249.89;0.62;0.79;162
31026.93;2344.8;0.63;0.72;138.5
28913.49;2080.91;0.52;1.02;138.07
29126.12;1966.7;0.48;1.32;144.02
29310.73;2010.21;0.53;1.34;154.81
30189.33;2064.23;0.54;1.18;171.6
31319.31;2147.05;0.6;1.22;162.71
29923.61;2025.89;0.56;1.04;173.27
30502.19;2095.18;0.58;1.13;155.47
28772.2;1915.18;0.51;1.07;166.34
30382.41;2023.85;0.53;1.1;174.54
29256.81;1963.99;0.52;1.11;176.58
29491.51;1978.15;0.53;1.03;187.14
30351.05;2046.65;0.54;1.04;185.74
29163.17;1974.58;0.51;1.06;192.83
29655.03;1979.77;0.52;1;204.24
29584.95;1944.84;0.51;0.93;189.94
29346.78;1807.97;0.48;0.96;180.4
28646.65;1724.88;0.46;0.97;176.32
29088.24;1798.69;0.47;1.09;186.17
29492.5;1814.98;0.48;1.09;204.36
31740.94;1995.94;0.57;0.99;200.62
31865.75;1944.08;0.63;1.04;198.76
29833.45;1828.89;0.55;0.98;201.71
30481.01;1833.09;0.59;0.98;194.02
29714.14;1776.98;0.56;0.98;189.3
29872.36;1804.26;0.57;1.02;187.98
29917.76;1805.33;0.57;1.02;189.57
31372.58;1860.18;0.61;0.98;188.91
31265.47;1818.39;0.62;0.97;186.52
30229.24;1794.54;0.64;0.89;185.46
30101.19;1788.42;0.63;0.82;174.04
29101.3;1663.84;0.57;0.8;166.15
28374.14;1530.04;0.55;0.82;160.37
26767.27;1454.69;0.5;0.82;131.79
22525.77;1205.6;0.46;0.92;119.89
22244.85;1214.87;0.49;0.81;117.42
22529.2;1230.36;0.53;0.84;106.44
20408.69;1068.6;0.48;0.78;114.43
20473.05;1087.81;0.49;0.83;104.21
19047.42;995.25;0.46;0.83;114.07
20516.41;1125.75;0.48;0.84;117.54
20636.76;1132.05;0.49;0.84;118.81
20700.92;1124.56;0.48;0.9;111.63
19983.57;1051.07;0.46;0.94;122.84
21100.27;1144.48;0.48;1.03;127.3
21262.71;1229.3;0.5;0.94;127.63
21525.88;1244.29;0.5;0.97;126.05
21052.81;1201.24;0.49;0.89;121.73
20751.48;1194.22;0.49;0.88;117.54
20282.54;1143.53;0.47;0.88;118.77
20108.53;1098.91;0.47;0.84;111.69
19608.4;1057.63;0.45;0.84;115.73
19407.45;1068.82;0.45;0.84;116.2
19268.23;1068.54;0.46;0.91;116.43
19310.23;1074.61;0.46;0.88;124.12
20257.01;1153.35;0.47;0.92;122.21
20188.78;1134.02;0.46;0.94;125.89
20566.69;1188.73;0.46;0.91;130.62
21660.6;1240.38;0.48;0.91;127.03
21858.82;1233.51;0.47;0.87;127.28
21589.63;1216.85;0.48;0.81;129.2
20859.81;1169.01;0.46;0.79;127.27
19998.47;1097.45;0.44;0.81;123.71
19350.74;1040.8;0.42;0.84;123.93
20225.24;1112.92;0.44;0.85;133.86
20574.84;1191.13;0.44;0.87;138.66
20794.81;1234.1;0.44;0.84;139.29
21193.08;1355.05;0.46;0.92;136.78
20824.36;1344.72;0.45;1;147.19
22395.37;1570.66;0.49;0.92;146.79
23366.91;1542.63;0.52;0.94;151.44
23313.3;1527.41;0.49;0.93;150.74
23155.21;1576.83;0.5;0.98;149.06
22696.9;1536.12;0.48;0.97;146.72
22506.2;1552.5;0.52;0.88;151.66
22613.72;1601.21;0.51;0.88;144.28
21330.3;1450.48;0.48;0.96;150.92
21235.61;1438.99;0.47;0.98;161.59
22908.88;1636.95;0.51;0.98;162.4
23822.07;1723.55;0.51;1.01;160.87
23847.58;1739.04;0.53;0.98;155.79
23653.46;1696.79;0.53;1.02;155
23379.7;1682.01;0.52;0.97;160.86
23333.75;1636.02;0.51;0.97;157.46
23053.85;1638.38;0.5;1;156.8
22860.42;1621.34;0.5;1.07;159.33
22678.36;1612.42;0.5;1.05;161.48
23225.04;1725.38;0.52;1.06;160.97
22984.58;1693.3;0.51;1.09;165.1
23197.6;1699.01;0.53;1.02;167.3
23823.68;1775.7;0.54;1.07;158.28
23203.68;1698.97;0.52;1.05;167.74
23948.83;1852.88;0.54;1.07;159.35
23948.75;1881.43;0.53;1.06;166.07
24411.38;1959.33;0.54;1.08;166.05
24433.65;1982.41;0.56;1.06;164.91
24312.54;1936.7;0.57;1.03;163.73
24179.01;1908.28;0.55;0.97;169.87
23913.33;1880.6;0.56;0.93;168.53
23359.42;1834.83;0.54;0.85;159.71
23248.38;1850.11;0.51;0.84;142.66
20945.83;1618.53;0.45;0.86;149.12
21175.23;1579.42;0.45;0.83;155.26
21615.76;1624.15;0.46;0.84;154.02
21387.75;1622.31;0.46;0.83;154.83
21562.45;1665.79;0.47;0.84;150.92
21395.46;1657.79;0.46;0.78;154.37
21618.01;1697.08;0.47;0.78;142.67
20271.32;1510.19;0.43;0.76;145.37
20069.95;1496.06;0.45;0.8;147.3
19659.25;1438.75;0.43;0.77;152.76
20308.86;1555.18;0.45;0.77;148.95
19805.35;1525.4;0.45;0.78;148.82
20023.55;1552.56;0.45;0.78;154.09
20153.98;1588.98;0.46;0.79;153.18
19941.45;1575.18;0.45;0.81;154.21
19814.56;1555.67;0.48;0.79;155.67
19980.01;1578.95;0.5;0.74;157.3
19785.73;1617.94;0.5;0.77;145.52
18859.5;1564.56;0.46;0.77;149.35
19280.63;1629.88;0.48;0.81;152.16
19322.78;1635.93;0.48;0.81;159
21359.58;1717.08;0.5;0.8;157.76
21707.39;1779.52;0.51;0.79;158.7
21739.8;1761.32;0.51;0.73;163.74
22339.67;1710.16;0.5;0.75;145.75
20184.97;1573.21;0.47;0.72;150.03
20255.92;1635.37;0.48;0.74;145.47
19702.17;1472;0.47;0.75;149.04
19764.41;1432.22;0.47;0.7;147.74
20131.68;1471.2;0.49;0.73;140.31
19437.16;1335.85;0.45;0.71;140.6
19570.39;1379.92;0.45;0.69;142.54
18869.93;1324.19;0.44;0.72;135.57
18539.64;1252.77;0.44;0.72;144.21
19464.32;1330.79;0.46;0.71;141.69
19291.9;1329.56;0.46;0.7;141.78
18939.97;1318.1;0.45;0.7;141.03
18809.41;1294.08;0.45;0.69;145.63
19219.73;1335.12;0.45;0.71;144.76
19116.33;1331.15;0.44;0.71;147.68
19444.79;1340.02;0.44;0.7;148.22
19563.77;1335.74;0.44;0.69;147.48
19476.93;1329.15;0.43;0.68;140.84
19314.46;1311.26;0.43;0.7;137.06
19065.15;1277.9;0.42;0.7;141.51
19620.57;1323.5;0.43;0.7;147.04
20345.4;1363.24;0.44;0.7;146.15
20161.83;1352.59;0.43;0.69;149.15
19949.05;1351.43;0.43;0.69;145
19457.31;1324.89;0.43;0.69;147.01
19418.04;1315.86;0.42;0.67;145.67
19448.15;1322.27;0.42;0.65;142.38
19142.69;1291.08;0.4;0.65;144.68
19058.63;1279.88;0.39;0.64;144.86
19153.04;1294.27;0.38;0.62;142.82
19383.94;1288.16;0.38;0.64;140.6
19198.11;1297.63;0.37;0.64;139.7
19072.78;1275.69;0.36;0.65;143.16
19272.92;1306.94;0.37;0.63;143.76
19557.9;1333.44;0.37;0.61;146.12
19348.03;1311.81;0.36;0.6;144.97
19134.24;1284.65;0.35;0.62;141.1
19031.16;1282.04;0.34;0.61;140.77
19173.28;1299.8;0.35;0.62;142.69
19203.87;1313.77;0.35;0.6;144.54
19574.82;1364.49;0.36;0.63;143.04
19316.94;1343.33;0.36;0.64;144.1
20095.15;1462.05;0.4;0.63;146.94
20774.25;1568.75;0.4;0.64;145.64
20278.37;1514.86;0.39;0.66;146.8
20591.24;1555.03;0.4;0.67;148.71
20800.71;1619.43;0.42;0.67;147.46
20623.87;1591.05;0.41;0.65;149.08
20494.6;1572.98;0.41;0.62;149.64
20489.65;1580.38;0.4;0.64;146.91
20162.98;1520.64;0.39;0.7;148.98
20210.91;1531.11;0.39;0.71;158.02
21150.32;1644.19;0.42;0.66;157.34
21282.99;1626.81;0.43;0.66;155.36
20907;1572.95;0.4;0.57;155.2
20597.76;1569.99;0.4;0.46;138.1
18562.35;1334.29;0.37;0.53;118.5
15742.44;1095.18;0.32;0.5;133.11
17594.92;1301.55;0.37;0.47;128.35
17080.22;1293.91;0.36;0.45;128.36
16797.99;1255.6;0.34;0.44;127.47
16344.34;1223.01;0.33;0.45;129.93
16645.83;1242;0.33;0.43;129.19
16890.53;1252.71;0.34;0.42;132.23
16689.4;1217.7;0.33;0.42;132.65
16718.36;1201.79;0.33;0.42;133.32
16707.02;1213.5;0.33;0.39;134.46
16712.73;1218.89;0.33;0.37;130.14
16304.08;1144.25;0.31;0.38;126.81
15814.34;1110.29;0.31;0.4;133.87
16171.63;1135.18;0.31;0.4;134.9
16608.01;1184.46;0.32;0.39;136.76
16596.04;1204.21;0.32;0.41;136.23
16524.45;1198.98;0.32;0.4;138.68
16456.16;1205.66;0.31;0.39;136.65
16459.15;1196.2;0.31;0.39;134.97
16222.21;1170.12;0.31;0.41;137.68
16441.98;1216.94;0.31;0.4;142.34
17186.5;1298.94;0.32;0.42;144.12
16972.73;1276.64;0.32;0.41;145.91
17084.87;1293.95;0.32;0.41;145.46
16923.38;1243.04;0.32;0.42;143.05
17149.93;1282.42;0.32;0.42;145.32
16973.37;1259.76;0.32;0.4;143.36
17085.64;1271.94;0.32;0.4;144.14
16851.3;1233.63;0.31;0.4;147.73
17235.01;1281.21;0.31;0.4;149.36
17149.82;1264.48;0.31;0.39;149.83
17125.36;1264.79;0.31;0.38;150.18
17101.04;1264.32;0.31;0.39;150.56
17179.6;1275.33;0.31;0.38;151.35
17784.16;1319.41;0.31;0.38;148.5
17808.72;1308.4;0.31;0.34;148.68
17338.36;1263.75;0.3;0.34;142.02
16623.76;1165.97;0.26;0.33;143.53
16806.49;1189.43;0.27;0.3;144.14
16742.82;1186.78;0.27;0.32;143.75
16422.56;1166.99;0.25;0.31;147.1
16899.33;1217.89;0.26;0.31;147.24
16816.85;1213.34;0.25;0.33;145.64
16824.79;1217.85;0.26;0.33;143.29
16791.46;1220.7;0.26;0.33;143.51
16848.57;1221.36;0.26;0.33;145.34
16842.18;1219.29;0.26;0.32;146.62
16900.08;1226.25;0.27;0.31;145.41
16701.84;1211.82;0.26;0.3;146.62
16538.91;1188.73;0.25;0.29;145.76
16644.38;1201.54;0.24;0.3;146.09
16604.02;1199.11;0.25;0.3;147.33
